payment_id,customer_id,merchant_id,amount,currency,payment_method,bank,timestamp,hour_of_day,day_of_week,attempt_number,previous_failures,customer_age_days,customer_success_rate,payment_success_rate,device_type,failure_code,failure_class,checkout_duration,cart_value,is_subscription,customer_opted_out,historical_recovery_rate,bank_failure_rate,recovered,ground_truth_probability,recovery_intervention,recovery_time
pay_100042,cust_3597,merch_razorpay_buildathon,951.54,INR,upi,HDFC,2026-01-01T05:36:00,5,3,1,2,180,0.903,0.8593,desktop,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,29,993.27,0,0,0.2863,0.0354,1,0.866,RETRY_LATER,40
pay_100043,cust_3867,merch_razorpay_buildathon,2694.45,INR,card,AXIS,2026-01-01T05:38:00,5,3,1,2,255,0.707,0.4652,mobile_android,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,29,2971.66,0,0,0.486,0.0019,1,0.7268,SEND_PAYMENT_LINK,51
pay_100044,cust_3588,merch_razorpay_buildathon,930.5,INR,card,HDFC,2026-01-01T05:40:00,5,3,1,0,129,0.8644,0.8343,mobile_web,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,33,984.63,0,0,0.2857,0.0921,1,0.8525,RETRY_LATER,18
pay_100045,cust_3191,merch_razorpay_buildathon,4119.54,INR,card,AXIS,2026-01-01T05:58:00,5,3,1,0,102,0.8877,0.3348,mobile_ios,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,152,4185.63,0,0,0.5464,0.237,1,0.7719,SEND_PAYMENT_LINK,39
pay_100046,cust_3635,merch_razorpay_buildathon,447.23,INR,upi,ICICI,2026-01-01T06:03:00,6,3,3,2,16,0.8917,0.4075,mobile_android,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,113,508.3,0,0,0.6034,0.1325,0,0.3783,RETRY_LATER,0
pay_100047,cust_1656,merch_razorpay_buildathon,814.65,INR,card,AXIS,2026-01-01T06:04:00,6,3,1,2,23,0.6597,0.7609,desktop,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,133,910.06,1,0,0.5443,0.0721,1,0.7979,ALTERNATIVE_PAYMENT_METHOD,43
pay_100048,cust_2882,merch_razorpay_buildathon,1031.02,INR,card,HDFC,2026-01-01T06:04:00,6,3,1,0,153,0.6431,0.7609,mobile_android,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,23,1074.76,1,0,0.3651,0.059,1,0.7929,ALTERNATIVE_PAYMENT_METHOD,156
pay_100049,cust_3392,merch_razorpay_buildathon,1941.15,INR,card,ICICI,2026-01-01T06:08:00,6,3,1,2,172,0.7038,0.9102,mobile_android,UNKNOWN_ERROR,UNKNOWN,58,2167.2,1,0,0.1664,0.0403,1,0.3556,HUMAN_REVIEW,82
pay_100050,cust_3743,merch_razorpay_buildathon,525.02,INR,card,SBI,2026-01-01T06:10:00,6,3,1,0,754,0.9883,0.8013,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,86,625.36,0,0,0.3964,0.0524,1,0.8959,RETRY_LATER,22
pay_100051,cust_2796,merch_razorpay_buildathon,213.87,INR,wallet,KOTAK,2026-01-01T06:24:00,6,3,2,0,352,0.6308,0.8658,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,16,254.78,0,0,0.4049,0.1279,1,0.3262,RETRY_LATER,87
pay_100052,cust_1267,merch_razorpay_buildathon,5825.73,INR,upi,HDFC,2026-01-01T06:29:00,6,3,1,1,335,0.7773,0.8814,mobile_android,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,18,6445.52,0,0,0.5516,0.1444,1,0.7443,SEND_PAYMENT_LINK,20
pay_100053,cust_3216,merch_razorpay_buildathon,3634.35,INR,wallet,KOTAK,2026-01-01T06:30:00,6,3,2,1,61,0.7582,0.6839,mobile_ios,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,28,3705.6,0,0,0.3387,0.1413,1,0.8154,RETRY_LATER,62
pay_100054,cust_2762,merch_razorpay_buildathon,734.49,INR,upi,AXIS,2026-01-01T06:44:00,6,3,1,0,96,0.8465,0.5348,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,102,801.8,0,0,0.405,0.0528,1,0.8463,RETRY_LATER,169
pay_100055,cust_3080,merch_razorpay_buildathon,1189.96,INR,card,SBI,2026-01-01T06:52:00,6,3,1,1,20,0.9779,0.7439,mobile_ios,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,12,1196.38,0,0,0.4938,0.1324,1,0.8923,RETRY_LATER,38
pay_100056,cust_1376,merch_razorpay_buildathon,1205.84,INR,upi,AXIS,2026-01-01T07:12:00,7,3,2,1,157,0.8247,0.6452,mobile_ios,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,212,1305.97,0,0,0.3859,0.0438,1,0.7562,SEND_PAYMENT_LINK,62
pay_100057,cust_2585,merch_razorpay_buildathon,3250.42,INR,upi,SBI,2026-01-01T07:33:00,7,3,1,0,13,0.942,0.7641,mobile_ios,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,5,3841.62,1,0,0.4183,0.113,1,0.8855,SEND_PAYMENT_LINK,269
pay_100058,cust_2463,merch_razorpay_buildathon,1562.45,INR,card,HDFC,2026-01-01T07:43:00,7,3,1,1,107,0.7914,0.6633,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,16,1708.52,0,0,0.6083,0.0409,0,0.827,RETRY_LATER,0
pay_100059,cust_3440,merch_razorpay_buildathon,2825.77,INR,card,HDFC,2026-01-01T08:06:00,8,3,2,0,151,0.88,0.6833,mobile_web,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,20,3136.88,0,0,0.6447,0.0481,0,0.858,RETRY_LATER,0
pay_100060,cust_1488,merch_razorpay_buildathon,3844.53,INR,upi,AXIS,2026-01-01T08:10:00,8,3,3,0,47,0.9095,0.8738,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,110,3966.05,0,0,0.6597,0.0195,0,0.3819,RETRY_LATER,0
pay_100061,cust_1721,merch_razorpay_buildathon,1450.9,INR,upi,SBI,2026-01-01T08:12:00,8,3,3,1,269,0.9641,0.7313,mobile_ios,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,19,1455.44,0,0,0.5579,0.0691,0,0.3928,RETRY_LATER,0
pay_100062,cust_1945,merch_razorpay_buildathon,23595.68,INR,upi,HDFC,2026-01-01T08:15:00,8,3,1,0,203,0.5281,0.5239,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,113,28283.59,0,0,0.4115,0.0218,0,0.6447,ALTERNATIVE_PAYMENT_METHOD,0
pay_100063,cust_3086,merch_razorpay_buildathon,18039.24,INR,wallet,SBI,2026-01-01T08:27:00,8,3,2,1,29,0.9758,0.6105,mobile_web,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,16,19259.62,1,0,0.6818,0.0918,0,0.3952,RETRY_LATER,0
pay_100064,cust_2635,merch_razorpay_buildathon,3053.4,INR,netbanking,ICICI,2026-01-01T08:35:00,8,3,1,0,741,0.8405,0.4457,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,113,3223.99,0,0,0.4819,0.1026,1,0.8442,RETRY_LATER,12
pay_100065,cust_2040,merch_razorpay_buildathon,1513.23,INR,upi,HDFC,2026-01-01T08:46:00,8,3,1,1,141,0.5971,0.7878,mobile_web,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,6,1686.13,0,0,0.4505,0.0222,1,0.7791,ALTERNATIVE_PAYMENT_METHOD,70
pay_100066,cust_3273,merch_razorpay_buildathon,3590.04,INR,netbanking,ICICI,2026-01-01T08:54:00,8,3,3,0,5,0.894,0.7224,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,32,4125.18,0,1,0.5897,0.0421,0,0.0,NO_ACTION,0
pay_100067,cust_3114,merch_razorpay_buildathon,3585.93,INR,netbanking,HDFC,2026-01-01T09:15:00,9,3,1,1,78,0.6409,0.841,desktop,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,62,3766.24,0,0,0.7202,0.0299,1,0.7743,RETRY_LATER,39
pay_100068,cust_2677,merch_razorpay_buildathon,900.07,INR,upi,HDFC,2026-01-01T09:19:00,9,3,1,0,699,0.9895,0.9292,mobile_web,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,135,994.42,0,0,0.5273,0.0661,1,0.7974,SEND_PAYMENT_LINK,64
pay_100069,cust_3882,merch_razorpay_buildathon,40138.44,INR,card,ICICI,2026-01-01T09:20:00,9,3,1,0,419,0.6709,0.5901,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,11,42808.74,0,0,0.4802,0.0445,1,0.6671,RETRY_LATER,11
pay_100070,cust_1998,merch_razorpay_buildathon,1898.4,INR,upi,SBI,2026-01-01T09:30:00,9,3,2,0,30,0.8511,0.6022,mobile_android,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,54,2081.01,0,0,0.4388,0.0441,1,0.7628,SEND_PAYMENT_LINK,263
pay_100071,cust_2777,merch_razorpay_buildathon,375.6,INR,card,HDFC,2026-01-01T09:47:00,9,3,1,1,348,0.7792,0.7858,mobile_ios,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,19,387.72,0,0,0.4189,0.0555,1,0.7448,SEND_PAYMENT_LINK,179
pay_100072,cust_3284,merch_razorpay_buildathon,1138.8,INR,upi,ICICI,2026-01-01T09:55:00,9,3,2,1,174,0.6017,0.7812,desktop,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,98,1254.98,0,0,0.6219,0.0222,1,0.7004,SEND_PAYMENT_LINK,136
pay_100073,cust_1956,merch_razorpay_buildathon,29003.02,INR,upi,HDFC,2026-01-01T10:19:00,10,3,1,0,4,0.8841,0.8829,mobile_ios,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,93,29277.66,0,0,0.4415,0.1349,1,0.7305,RETRY_LATER,27
pay_100074,cust_3966,merch_razorpay_buildathon,3024.38,INR,upi,HDFC,2026-01-01T10:36:00,10,3,1,0,255,0.6112,0.7209,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,11,3532.47,0,0,0.4506,0.0392,0,0.7639,RETRY_LATER,0
pay_100075,cust_2589,merch_razorpay_buildathon,4490.39,INR,upi,HDFC,2026-01-01T10:45:00,10,3,1,0,96,0.4662,0.5755,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,18,5054.08,0,0,0.3591,0.0313,1,0.7132,RETRY_LATER,70
pay_100076,cust_2161,merch_razorpay_buildathon,427.94,INR,netbanking,HDFC,2026-01-01T10:54:00,10,3,1,1,91,0.9538,0.6182,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,17,508.52,0,0,0.3403,0.2577,0,0.3908,RETRY_LATER,0
pay_100077,cust_3520,merch_razorpay_buildathon,1849.96,INR,upi,HDFC,2026-01-01T11:01:00,11,3,1,0,87,0.807,0.4999,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,62,2071.86,1,0,0.5228,0.0936,0,0.8324,RETRY_LATER,0
pay_100078,cust_2868,merch_razorpay_buildathon,1717.14,INR,upi,AXIS,2026-01-01T11:01:00,11,3,1,1,164,0.9581,0.6383,mobile_ios,INTERNAL_SERVER_ERROR,UNKNOWN,7,1779.7,0,0,0.4096,0.1705,0,0.3937,HUMAN_REVIEW,0
pay_100079,cust_1552,merch_razorpay_buildathon,2340.14,INR,netbanking,ICICI,2026-01-01T11:10:00,11,3,1,1,226,0.8905,0.8011,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,37,2566.69,0,0,0.5983,0.0242,1,0.8617,RETRY_LATER,46
pay_100080,cust_2633,merch_razorpay_buildathon,1984.0,INR,upi,HDFC,2026-01-01T11:11:00,11,3,2,0,188,0.8636,0.8451,mobile_android,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,113,2247.75,0,0,0.7086,0.0729,1,0.7659,SEND_PAYMENT_LINK,49
pay_100081,cust_1694,merch_razorpay_buildathon,47436.71,INR,upi,HDFC,2026-01-01T11:11:00,11,3,1,0,50,0.9369,0.6404,mobile_android,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,13,50987.09,0,0,0.3671,0.0908,1,0.7489,ALTERNATIVE_PAYMENT_METHOD,36
pay_100082,cust_1316,merch_razorpay_buildathon,715.3,INR,wallet,HDFC,2026-01-01T11:31:00,11,3,1,1,221,0.7305,0.5581,desktop,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,58,794.36,0,0,0.7377,0.1124,1,0.7326,SEND_PAYMENT_LINK,187
pay_100083,cust_3645,merch_razorpay_buildathon,469.9,INR,netbanking,AXIS,2026-01-01T11:32:00,11,3,1,0,27,0.7742,0.6834,desktop,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,29,485.19,0,0,0.3201,0.0874,0,0.3548,RETRY_LATER,0
pay_100084,cust_1767,merch_razorpay_buildathon,39532.1,INR,upi,ICICI,2026-01-01T11:46:00,11,3,1,0,640,0.7097,0.9297,mobile_web,UNKNOWN_ERROR,UNKNOWN,33,45676.37,1,0,0.708,0.1739,0,0.303,HUMAN_REVIEW,0
pay_100085,cust_3933,merch_razorpay_buildathon,1305.66,INR,upi,HDFC,2026-01-01T11:57:00,11,3,3,1,116,0.9035,0.6679,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,19,1543.17,1,0,0.6963,0.0073,0,0.5162,RETRY_LATER,0
pay_100086,cust_3608,merch_razorpay_buildathon,27153.58,INR,wallet,ICICI,2026-01-01T12:07:00,12,3,2,0,18,0.9822,0.7086,mobile_ios,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,24,28863.59,0,0,0.6771,0.0374,1,0.6762,SEND_PAYMENT_LINK,358
pay_100087,cust_2971,merch_razorpay_buildathon,42552.33,INR,upi,SBI,2026-01-01T12:08:00,12,3,3,0,155,0.816,0.6229,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,52,49303.95,1,0,0.4813,0.0229,0,0.4128,RETRY_LATER,0
